,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
114,kisumu,18-24,female,"0-11,000",kcse,unemployed,urban,no,no,i_do_not_understand_bbi,still_deciding,none,none,yes,no,no,yes,elders,sometimes,never,sometimes,radio,no,yes,"0-11,000"
115,trans_nzoia,25-30,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,still_deciding,william_ruto,william_ruto,no,a_little,yes,yes,my_friends,sometimes,always,always,radio,no,yes,"11,001-20,000"
116,kisumu,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,no,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,a_little,no,yes,elders,never,sometimes,often,radio,no,yes,"0-11,000"
117,uasin_gishu,25-30,female,"11,001-20,000",kcse,informal_employment__jua_kali_,peri_urban,no,yes,,no__against_it,william_ruto,musalia_mudavadi,no,a_little,yes,yes,mp,often,often,often,radio,no,yes,"11,001-20,000"
118,uasin_gishu,18-24,female,"0-11,000",certificate,hustler,peri_urban,no,yes,,yes__for_it,william_ruto,musalia_mudavadi,yes,a_little,yes,yes,mcas,sometimes,sometimes,sometimes,newspapers,maybe,yes,"0-11,000"
119,uasin_gishu,25-30,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,no__against_it,william_ruto,gideon_moi,no,no,yes,yes,business_leaders,often,often,often,radio,no,yes,"11,001-20,000"
120,trans_nzoia,51-60,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,i_will_not_vote,musalia_mudavadi,raila_odinga,no,no,no,yes,no_one,rarely,always,always,radio,no,yes,"0-11,000"
121,uasin_gishu,25-30,female,"0-11,000",kcse,informal_employment__jua_kali_,peri_urban,yes,yes,,yes__for_it,william_ruto,musalia_mudavadi,yes,a_little,not_sure,yes,mcas,often,often,often,radio,no,yes,"0-11,000"
122,trans_nzoia,18-24,female,"0-11,000",kcse,unemployed,peri_urban,no,yes,,yes__for_it,fred_matiangi,william_ruto,yes,a_little,yes,yes,mp,sometimes,always,always,facebook,no,yes,"0-11,000"
123,uasin_gishu,31-35,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,raila_odinga,musalia_mudavadi,no,a_little,no,yes,business_leaders,often,often,often,tv,no,yes,"20,001-50,000"
124,uasin_gishu,25-30,female,"20,001-50,000",certificate,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,no,yes,church_leaders,rarely,often,often,radio,no,yes,"20,001-50,000"
125,trans_nzoia,31-35,female,"11,001-20,000",kcpe,informal_employment__jua_kali_,peri_urban,yes,yes,,still_deciding,raila_odinga,none,no,no,not_sure,yes,my_friends,sometimes,always,always,tv,no,yes,"11,001-20,000"
126,uasin_gishu,25-30,female,"0-11,000",kcpe,hustler,peri_urban,yes,yes,,no__against_it,william_ruto,musalia_mudavadi,no,a_little,yes,yes,mp,often,often,often,radio,no,yes,"0-11,000"
127,uasin_gishu,25-30,female,"11,001-20,000",kcse,informal_employment__jua_kali_,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,no,yes,mcas,sometimes,often,often,radio,no,yes,"11,001-20,000"
128,trans_nzoia,25-30,male,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,no,i_am_not_interested,still_deciding,musalia_mudavadi,none,no,no,not_sure,yes,no_one,sometimes,always,always,radio,no,yes,"0-11,000"
129,uasin_gishu,31-35,female,"11,001-20,000",kcse,informal_employment__jua_kali_,peri_urban,yes,yes,,yes__for_it,musalia_mudavadi,raila_odinga,yes,yes,no,yes,mp,often,often,often,radio,no,yes,"11,001-20,000"
130,uasin_gishu,18-24,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,raila_odinga,musalia_mudavadi,no,a_little,not_sure,yes,chief,sometimes,often,often,newspapers,no,yes,"11,001-20,000"
131,kericho,25-30,male,"20,001-50,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,william_ruto,none,don_t_care,no,yes,no,no_one,never,often,rarely,tv,i_don_t_care,yes,"20,001-50,000"
132,uasin_gishu,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,mcas,often,often,sometimes,radio,no,yes,"11,001-20,000"
133,uasin_gishu,18-24,female,"0-11,000",kcpe,hustler,peri_urban,no,undecided,,still_deciding,william_ruto,gideon_moi,no,no,yes,yes,chief,rarely,sometimes,always,radio,no,yes,"0-11,000"
134,uasin_gishu,25-30,female,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,raila_odinga,thinking_about_it,a_little,no,yes,church_leaders,sometimes,often,often,tv,no,yes,"11,001-20,000"
135,uasin_gishu,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,no,yes,business_leaders,often,always,always,radio,no,yes,"11,001-20,000"
136,trans_nzoia,36-40,male,"20,001-50,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,musalia_mudavadi,no,a_little,yes,yes,governor,never,always,always,radio,no,yes,"20,001-50,000"
137,uasin_gishu,41-50,male,"50,001-100,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,yes,,no__against_it,raila_odinga,musalia_mudavadi,no,yes,not_sure,yes,mp,always,always,always,newspapers,yes,yes,"50,001-100,000"
138,uasin_gishu,25-30,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,yes,yes,business_leaders,sometimes,often,often,radio,no,yes,"20,001-50,000"
139,uasin_gishu,31-35,female,"20,001-50,000",certificate,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,i_do_not_know_about_it,yes,church_leaders,often,always,often,tv,no,yes,"20,001-50,000"
140,uasin_gishu,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,musalia_mudavadi,raila_odinga,yes,a_little,not_sure,yes,mcas,sometimes,often,often,radio,no,yes,"11,001-20,000"
141,trans_nzoia,41-50,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,i_will_not_vote,fred_matiangi,musalia_mudavadi,no,no,no,yes,church_leaders,sometimes,always,often,tv,no,yes,"0-11,000"
142,uasin_gishu,36-40,male,"50,001-100,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,raila_odinga,musalia_mudavadi,no,a_little,not_sure,yes,mp,often,often,often,tv,no,yes,"50,001-100,000"
143,uasin_gishu,25-30,male,"11,001-20,000",certificate,subsistence_farmer_subsistence,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,no,yes,business_leaders,often,often,often,radio,no,yes,"11,001-20,000"
144,trans_nzoia,51-60,female,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,martha_karua,none,thinking_about_it,no,not_sure,yes,church_leaders,rarely,always,always,tv,no,yes,"11,001-20,000"
145,uasin_gishu,31-35,male,"0-11,000",kcpe,informal_employment__jua_kali_,urban,yes,no,i_do_not_understand_bbi,still_deciding,none,none,no,no,not_sure,yes,elders,sometimes,sometimes,sometimes,radio,no,undecided,"0-11,000"
146,uasin_gishu,18-24,male,"0-11,000",kcse,unemployed,peri_urban,no,yes,,yes__for_it,none,none,yes,a_little,not_sure,yes,my_friends,never,rarely,sometimes,tv,no,yes,"0-11,000"
147,uasin_gishu,36-40,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,yes,,no__against_it,gideon_moi,william_ruto,no,yes,yes,yes,mp,often,sometimes,sometimes,tv,no,yes,"20,001-50,000"
148,uasin_gishu,41-50,female,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,raila_odinga,none,thinking_about_it,a_little,not_sure,yes,business_leaders,rarely,sometimes,sometimes,tv,no,yes,"11,001-20,000"
149,uasin_gishu,41-50,female,"20,001-50,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,not_sure,yes,church_leaders,rarely,always,often,tv,no,yes,"20,001-50,000"
150,uasin_gishu,over-61,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,urban,no,undecided,,i_will_not_vote,william_ruto,william_ruto,don_t_care,no,not_sure,no,church_leaders,never,often,sometimes,radio,no,undecided,"0-11,000"
151,uasin_gishu,36-40,male,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,peri_urban,yes,undecided,,i_will_not_vote,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,not_sure,yes,my_friends,never,rarely,sometimes,tv,no,yes,"11,001-20,000"
152,uasin_gishu,31-35,female,"20,001-50,000",diploma,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,raila_odinga,yes,a_little,yes,yes,elders,sometimes,often,often,tv,maybe,yes,"20,001-50,000"
153,trans_nzoia,41-50,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,none,no,a_little,yes,yes,church_leaders,rarely,always,sometimes,tv,no,yes,"0-11,000"
154,trans_nzoia,51-60,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,still_deciding,musalia_mudavadi,none,no,no,i_do_not_know_about_it,yes,no_one,always,always,always,tv,no,yes,"0-11,000"
155,trans_nzoia,41-50,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,musalia_mudavadi,none,thinking_about_it,no,yes,yes,chief,rarely,always,always,radio,no,yes,"0-11,000"
156,uasin_gishu,25-30,male,"11,001-20,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,not_sure,yes,business_leaders,sometimes,often,often,tv,maybe,yes,"11,001-20,000"
157,uasin_gishu,31-35,male,"100,001-200,000",undergraduate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,raila_odinga,kalonzo_musyoka,no,yes,not_sure,yes,mp,often,sometimes,sometimes,tv,yes,yes,"100,001-200,000"
158,uasin_gishu,25-30,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,william_ruto,peter_kenneth,no,a_little,yes,yes,business_leaders,often,never,sometimes,radio,no,yes,"11,001-20,000"
159,uasin_gishu,18-24,female,"0-11,000",kcse,unemployed,peri_urban,no,undecided,,still_deciding,william_ruto,gideon_moi,thinking_about_it,a_little,yes,yes,church_leaders,rarely,often,often,radio,no,undecided,"0-11,000"
160,trans_nzoia,41-50,male,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,no,yes,,still_deciding,musalia_mudavadi,musalia_mudavadi,thinking_about_it,no,yes,no,church_leaders,never,always,sometimes,radio,no,yes,"0-11,000"
161,trans_nzoia,36-40,female,"0-11,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,raila_odinga,none,no,no,yes,no,business_leaders,rarely,often,always,whatsapp,no,yes,"0-11,000"
162,trans_nzoia,36-40,male,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,yes,my_friends,sometimes,sometimes,sometimes,tv,no,yes,"0-11,000"
163,uasin_gishu,31-35,female,"11,001-20,000",kcse,informal_employment__jua_kali_,peri_urban,yes,yes,,no__against_it,william_ruto,kalonzo_musyoka,no,a_little,yes,yes,mcas,sometimes,often,sometimes,radio,no,yes,"11,001-20,000"
164,trans_nzoia,over-61,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,still_deciding,raila_odinga,none,no,no,not_sure,yes,my_friends,sometimes,always,sometimes,tv,no,yes,"0-11,000"
165,uasin_gishu,25-30,male,"20,001-50,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,no,yes,mp,sometimes,sometimes,sometimes,radio,no,yes,"20,001-50,000"
166,uasin_gishu,25-30,male,"20,001-50,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,church_leaders,sometimes,sometimes,often,tv,no,yes,"20,001-50,000"
167,uasin_gishu,31-35,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,no_one,never,rarely,sometimes,tv,no,yes,"0-11,000"
168,uasin_gishu,36-40,female,"20,001-50,000",diploma,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,not_sure,yes,mcas,sometimes,sometimes,sometimes,tv,no,yes,"20,001-50,000"
169,uasin_gishu,18-24,male,"0-11,000",kcse,unemployed,peri_urban,no,yes,,no__against_it,william_ruto,gideon_moi,no,a_little,yes,yes,church_leaders,sometimes,sometimes,sometimes,radio,no,yes,"0-11,000"
170,trans_nzoia,36-40,female,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,yes,,still_deciding,william_ruto,william_ruto,no,no,yes,no,my_friends,never,always,always,tv,no,yes,"0-11,000"
171,uasin_gishu,25-30,female,"11,001-20,000",certificate,informal_employment__jua_kali_,peri_urban,yes,yes,,yes__for_it,musalia_mudavadi,gideon_moi,yes,a_little,not_sure,yes,business_leaders,sometimes,sometimes,sometimes,radio,no,yes,"11,001-20,000"
172,uasin_gishu,25-30,female,"0-11,000",kcse,unemployed,peri_urban,no,no,i_am_not_interested,i_will_not_vote,none,none,thinking_about_it,no,not_sure,yes,no_one,never,rarely,rarely,tv,no,yes,"0-11,000"
173,trans_nzoia,over-61,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,musalia_mudavadi,william_ruto,thinking_about_it,no,yes,yes,elders,never,always,sometimes,tv,no,yes,"0-11,000"
174,uasin_gishu,31-35,male,"20,001-50,000",diploma,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,raila_odinga,thinking_about_it,a_little,no,yes,church_leaders,sometimes,sometimes,sometimes,tv,no,yes,"20,001-50,000"
175,trans_nzoia,18-24,male,"0-11,000",kcse,unemployed,rural,no,undecided,,still_deciding,william_ruto,fred_matiangi,yes,a_little,yes,yes,mp,rarely,sometimes,always,tv,no,yes,"0-11,000"
176,trans_nzoia,51-60,male,"20,001-50,000",undergraduate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,fred_matiangi,musalia_mudavadi,thinking_about_it,a_little,no,yes,church_leaders,rarely,always,always,tv,no,yes,"20,001-50,000"
177,uasin_gishu,36-40,female,"11,001-20,000",undergraduate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,mp,sometimes,sometimes,sometimes,tv,no,yes,"11,001-20,000"
178,trans_nzoia,51-60,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,none,no,no,no_response,yes,no_one,never,always,sometimes,tv,no,yes,"0-11,000"
179,trans_nzoia,18-24,male,"0-11,000",kcpe,unemployed,peri_urban,no,yes,,yes__for_it,gideon_moi,william_ruto,yes,yes,yes,yes,mp,sometimes,always,always,tv,maybe,yes,"0-11,000"
180,uasin_gishu,18-24,female,"11,001-20,000",undergraduate,hustler,urban,no,undecided,,still_deciding,peter_kenneth,peter_kenneth,thinking_about_it,a_little,yes,yes,my_friends,rarely,sometimes,sometimes,youtube,no,yes,"11,001-20,000"
181,trans_nzoia,31-35,female,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,musalia_mudavadi,none,no,yes,yes,yes,my_friends,rarely,always,always,tv,no,yes,"0-11,000"
182,trans_nzoia,41-50,male,"0-11,000",kcpe,hustler,rural,no,yes,,still_deciding,raila_odinga,raila_odinga,no,a_little,yes,yes,chief,sometimes,always,always,radio,no,yes,"0-11,000"
183,trans_nzoia,18-24,male,"0-11,000",kcpe,hustler,rural,no,yes,,yes__for_it,raila_odinga,william_ruto,yes,yes,yes,yes,mp,always,always,always,radio,yes,yes,"0-11,000"
184,uasin_gishu,36-40,female,"0-11,000",kcpe,informal_employment__jua_kali_,rural,no,no,i_am_not_interested,no__against_it,none,none,no,a_little,no_response,yes,my_friends,sometimes,rarely,sometimes,tv,no,undecided,"0-11,000"
185,trans_nzoia,51-60,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,raila_odinga,none,no,no,i_do_not_know_about_it,yes,elders,never,always,always,tv,no,yes,"0-11,000"
186,trans_nzoia,31-35,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,urban,no,yes,,yes__for_it,raila_odinga,none,yes,a_little,not_sure,yes,my_friends,rarely,often,always,radio,no,yes,"0-11,000"
187,uasin_gishu,41-50,male,"0-11,000",diploma,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,william_ruto,none,no,a_little,yes,yes,no_one,rarely,rarely,sometimes,tv,no,undecided,"0-11,000"
188,uasin_gishu,over-61,male,"0-11,000",none,unemployed,peri_urban,no,undecided,,still_deciding,william_ruto,raila_odinga,no,a_little,i_do_not_know_about_it,yes,chief,rarely,sometimes,sometimes,radio,no,yes,"0-11,000"
189,uasin_gishu,41-50,female,"0-11,000",kcpe,subsistence_farmer_subsistence,peri_urban,yes,yes,,yes__for_it,william_ruto,william_ruto,no,yes,yes,no_response,elders,never,always,often,tv,yes,yes,"0-11,000"
190,uasin_gishu,18-24,female,"0-11,000",certificate,hustler,peri_urban,yes,undecided,,still_deciding,william_ruto,raila_odinga,thinking_about_it,a_little,yes,yes,business_leaders,never,sometimes,often,twitter,no,undecided,"0-11,000"
191,uasin_gishu,31-35,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,no,i_do_not_understand_bbi,no__against_it,musalia_mudavadi,none,no,a_little,not_sure,no,elders,rarely,rarely,rarely,newspapers,no,yes,"0-11,000"
192,uasin_gishu,31-35,female,"0-11,000",certificate,hustler,urban,yes,undecided,,still_deciding,raila_odinga,william_ruto,yes,yes,yes,yes,elders,rarely,sometimes,sometimes,tv,maybe,yes,"0-11,000"
193,uasin_gishu,41-50,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,william_ruto,william_ruto,thinking_about_it,a_little,yes,yes,business_leaders,sometimes,sometimes,sometimes,tv,maybe,yes,"11,001-20,000"
194,mombasa,36-40,male,"50,001-100,000",postgraduate,formal_employment__teacher_acc,urban,yes,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,yes,no,yes,business_leaders,sometimes,sometimes,often,tv,yes,yes,"50,001-100,000"
195,uasin_gishu,51-60,female,"0-11,000",none,subsistence_farmer_subsistence,peri_urban,no,no,i_am_not_interested,still_deciding,william_ruto,william_ruto,no,a_little,yes,yes,church_leaders,rarely,often,sometimes,radio,maybe,yes,"0-11,000"
196,uasin_gishu,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,peri_urban,yes,yes,,still_deciding,william_ruto,fred_matiangi,yes,yes,yes,no,business_leaders,never,sometimes,sometimes,radio,yes,yes,"0-11,000"
197,uasin_gishu,25-30,female,"0-11,000",kcpe,unemployed,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,raila_odinga,no,no,not_sure,yes,church_leaders,sometimes,always,always,tv,no,undecided,"0-11,000"
198,uasin_gishu,25-30,female,"11,001-20,000",certificate,informal_employment__jua_kali_,urban,yes,undecided,,still_deciding,none,none,no,a_little,yes,yes,no_one,rarely,rarely,sometimes,tv,no,no,"11,001-20,000"
199,uasin_gishu,over-61,male,"0-11,000",none,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,yes,no_one,never,rarely,often,radio,no,no,"0-11,000"
200,uasin_gishu,18-24,male,"0-11,000",certificate,hustler,rural,no,no,i_am_not_interested,i_will_not_vote,raila_odinga,william_ruto,don_t_care,no,yes,no,church_leaders,sometimes,always,always,tv,no,yes,"0-11,000"
201,uasin_gishu,25-30,female,"0-11,000",certificate,subsistence_farmer_subsistence,rural,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,none,no,a_little,yes,yes,no_one,rarely,sometimes,sometimes,tv,no,yes,"0-11,000"
202,kisii,36-40,male,"20,001-50,000",kcse,transport__matatu__lorry_boda_,urban,no,undecided,,i_will_not_vote,none,none,don_t_care,no,not_sure,no,no_one,never,never,sometimes,radio,i_don_t_care,undecided,"20,001-50,000"
